Transaction_ID,0,1,2,3,4
T00142,Nature Republic Hyalon Active 10 Toner Set ,Loreal Paris L'Oreal Paris UV Defender UV Serum Protector Moist & Fresh SPF50+ / PA++++ ,OMNISKIN Watermelon Bright Whitening Night Cream 15gr,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00143,BENTON Snail Bee Ultimate Serum 35ml,Innisfree Bija Cica Skin 200ml,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00144,SK-II Skin Power Cream 50gr,Elsheskin Day Rejuvenation,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00145,Bio Renew Foamy Cleanser 100g,Erha Acne Clarifying Gel,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,bio beauty lab acne treatment face oil
T00146,A'pieu Deep Clean Cleansing Oil,Elsheskin Day Rejuvenation,SK-II Skin Power Cream 50gr,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00147,White Aqua Pore Cleanse Micellar Foam,Hada Labo Shirojyun Ultimate Whitening Milk ,DEAR ME BEAUTY Single Active Face Serum Hyaluronic Acid + Pomegranate Extract ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00148,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00149,Whitelab Exfoliating Toner,WESTCARE Rose Hydrating Toner,Bio Renew Foamy Cleanser 100g,Erha Acne Clarifying Gel,DEAR ME BEAUTY Single Active Face Serum 10% Niacinamide + Watermelon Extract
T00150,WESTCARE Rose Hydrating Toner,Bio Renew Foamy Cleanser 100g,Whitelab Exfoliating Toner,Erha Acne Clarifying Gel,Wardah Crystal Secret Refreshing Day Gel
T00151,BANANA BOAT Deep Tanning Oil SPF2,Shiseido Future Solution LX Universal Defense E,SKIN GAME Skin Barricade,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00152,WESTCARE Rose Hydrating Toner,Erha Acne Clarifying Gel,Whitelab Exfoliating Toner,AZARINE Miraclear Herbal Peeling Serum,Facial Wash Acne With Lemon Extract
T00153,Shiseido Future Solution LX Universal Defense E,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00154,Nature Republic Bee Venom Toner,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00155,Mediheal Milk Brightening Serum,Nature Republic Bee Venom Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00156,Nature Republic Bee Venom Toner,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,SNP Prep Peptaronic Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00157,Erha Acne Clarifying Gel,WESTCARE Rose Hydrating Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00158,Mediheal Milk Brightening Serum,Nature Republic Bee Venom Toner,ANESSA Perfect UV Sunscreen Skincare Gel ,Somethinc BAKUCHIOL Skinpair Oil Serum,bio beauty lab acne treatment face oil
T00159,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00160,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,Pixy White Aqua Brightening Moisturizer ,bio beauty lab acne treatment face oil
T00161,Mediheal Milk Brightening Serum,Nature Republic Bee Venom Toner,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00162,SKIN GAME Skin Barricade,Shiseido Future Solution LX Universal Defense E,BANANA BOAT Deep Tanning Oil SPF2,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00163,AVOSKIN YOUR SKIN BAE SERIES Alpha Arbutin 3% + Grapeseed,EMINA Double Bubble Face Wash ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00164,SOMETHINC Hylapore Away Solution,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00165,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00166,Black Tea Youth Enhancing Ampoule 30 mL,Azarine Skinfit Essence Toner,ELSHE SKIN Hydra Boost Oil Free Moisturizer,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00167,Elsheskin Day Rejuvenation,Wardah Lightening Face Toner,SK-II Skin Power Cream 50gr,A'pieu Deep Clean Cleansing Oil,Safi Acne Expert Clarifying 2in1 Cleanser
T00168,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,Shiseido Future Solution LX Universal Defense E,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00169,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00170,Erha Acne Clarifying Gel,Whitelab Exfoliating Toner,WESTCARE Rose Hydrating Toner,Bio Renew Foamy Cleanser 100g,bio beauty lab acne treatment face oil
T00171,Elsheskin Night Rejuvenation,Dear Klairs Supple Preparation Facial Toner,AVOSKIN Miraculous Retinol Toner 20mL,HADA LABO Gokujyun Ultimate Moisturizing Lotion,bio beauty lab acne treatment face oil
T00172,Elsheskin Day Rejuvenation,Wardah Lightening Face Toner,Ariul 7 Days Floral Mist,THE BATH BOX Peptide Probiotic Anti Aging Facial Serum,bio beauty lab acne treatment face oil
T00173,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Mediheal Milk Brightening Serum,Nature Republic Bee Venom Toner,AVOSKIN YOUR SKIN BAE SERIES Alpha Arbutin 3% + Grapeseed,SENKA Perfect Whip Vibrant White Facial Foam 100g
T00174,AVOSKIN Miraculous Retinol Toner 20mL,Elsheskin Night Rejuvenation,WARDAH Rene You Anti Aging Facial Wash,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00175,Wardah Renew You Treatment Essence,Azarine Skinfit Essence Toner,BHUMI G-Alpine Hydralock Moisturizer 45gr,Somethinc Alpha Squalaneoxidant Deep Cleansing Oil,bio beauty lab acne treatment face oil
T00176,WESTCARE Rose Hydrating Toner,Bio Renew Foamy Cleanser 100g,Whitelab Exfoliating Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00177,ERHA Truwhite Niacinamide Pineapple Enzyme Brightening Facial Wash,Erha Truwhite Brightening Neck Cream,The Aubree Centella + Greentea Power Cream ,Laneige Water Bank Blue Hyaluronic Cream,bio beauty lab acne treatment face oil
T00178,Bio Renew Foamy Cleanser 100g,Whitelab Exfoliating Toner,Erha Acne Clarifying Gel,Himalaya Moisturizing Aloe Vera Face Wash 100ml,Somethinc ACNEDOT Treatment Moisturizer Gel
T00179,A'pieu Deep Clean Cleansing Oil,Elsheskin Day Rejuvenation,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00180,Mediheal Milk Brightening Serum,Nature Republic Bee Venom Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00181,A'pieu Deep Clean Cleansing Oil,Elsheskin Day Rejuvenation,SK-II Skin Power Cream 50gr,Wardah Lightening Face Toner,bio beauty lab acne treatment face oil
T00182,Erha Acne Clarifying Gel,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,Bio Renew Foamy Cleanser 100g,Safi Expert Solutions Bio Skin Mosturizer SPF 34 PA++
T00183,AVOSKIN Miraculous Retinol Toner 20mL,HADA LABO Gokujyun Ultimate Moisturizing Lotion,Dear Klairs Supple Preparation Facial Toner,Elsheskin Night Rejuvenation,Emina Ms Pimple Acne Solution Face Toner 
T00184,SKIN GAME Skin Barricade,Shiseido Future Solution LX Universal Defense E,BANANA BOAT Deep Tanning Oil SPF2,PURITO Pure Vitamin C Serum,bio beauty lab acne treatment face oil
T00185,SK-II Skin Power Cream 50gr,Elsheskin Day Rejuvenation,Wardah Lightening Face Toner,A'pieu Deep Clean Cleansing Oil,SUKIN Signatur Foaming Facialn Cleanser
T00186,BANANA BOAT Deep Tanning Oil SPF2,Shiseido Future Solution LX Universal Defense E,SIMPLISTIC Sun Cream Must ,Benton Deep Green Tea Cleansing Foam ,bio beauty lab acne treatment face oil
T00187,Mediheal Milk Brightening Serum,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00188,A'pieu Deep Clean Cleansing Oil,Elsheskin Day Rejuvenation,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00189,Bio Renew Foamy Cleanser 100g,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,Erha Acne Clarifying Gel,bio beauty lab acne treatment face oil
T00190,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00191,Bio Renew Foamy Cleanser 100g,Erha Acne Clarifying Gel,Whitelab Exfoliating Toner,Erha Truwhite Brightening Face Toner ,bio beauty lab acne treatment face oil
T00192,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00193,Bio Renew Foamy Cleanser 100g,Erha Acne Clarifying Gel,Whitelab Exfoliating Toner,WESTCARE Rose Hydrating Toner,bio beauty lab acne treatment face oil
T00194,Elsheskin Day Rejuvenation,SK-II Skin Power Cream 50gr,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00195,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,Shiseido Future Solution LX Universal Defense E,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00196,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,Bio Renew Foamy Cleanser 100g,Erha Acne Clarifying Gel,bio beauty lab acne treatment face oil
T00197,BANANA BOAT Deep Tanning Oil SPF2,SKIN GAME Skin Barricade,GENTLE HOUR Dew It Again Hydrating Toner,SK-II Cleansing Oil 250ml,bio beauty lab acne treatment face oil
T00198,Elsheskin Day Rejuvenation,Wardah Lightening Face Toner,A'pieu Deep Clean Cleansing Oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00199,Erha Acne Clarifying Gel,Bio Renew Foamy Cleanser 100g,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,KOSE Sekkisei Essential Souffle 
T00200,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00201,LOREAL PARIS UV Defender Matte & Fresh ,BHUMI Multi Targeted All Natural Adoring Face Oil,Pixy White Aqua Brightening Moisturizer ,DEW IT On The Go - Sunscreen Mist,bio beauty lab acne treatment face oil
T00202,Wardah Lightening Face Toner,A'pieu Deep Clean Cleansing Oil,SK-II Skin Power Cream 50gr,Elsheskin Day Rejuvenation,bio beauty lab acne treatment face oil
T00203,Shiseido Future Solution LX Universal Defense E,SKIN GAME Skin Barricade,Innisfree Jeju Cherry Blossom Jelly Cream 50 mL,Avoskin YOUR SKIN BAE SERIES Toner Niacinamide 7% + Alpha Arbutin 1% + Kale,bio beauty lab acne treatment face oil
T00204,A'pieu Deep Clean Cleansing Oil,Elsheskin Day Rejuvenation,SK-II Skin Power Cream 50gr,Benton Deep Green Tea Cleansing Foam ,Wardah Renew You Anti Aging Day Cream 
T00205,Nature Republic Bee Venom Toner,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00206,WESTCARE Rose Hydrating Toner,Erha Acne Clarifying Gel,Whitelab Exfoliating Toner,Bio Renew Foamy Cleanser 100g,bio beauty lab acne treatment face oil
T00207,Mediheal Milk Brightening Serum,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,SOMETHINC Niacinamide + Moisture Beet Serum (20 ml),Innisfree Brightening Pore Priming Cream 50mL
T00208,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,Erha Acne Clarifying Gel,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00209,STUDIO TROPIK Rich Skin Barrier Cream,DR JART Vital Hydra Solution Biome Essence with Blue Shot 50ml ,PURITO Pure Vitamin C Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00210,Whitelab Exfoliating Toner,Erha Acne Clarifying Gel,Bio Renew Foamy Cleanser 100g,WESTCARE Rose Hydrating Toner,Avoskin Natural Sublime Facial Cleanser
T00211,Whitelab Exfoliating Toner,Bio Renew Foamy Cleanser 100g,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00212,Mediheal Milk Brightening Serum,Nature Republic Bee Venom Toner,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00213,Innisfree Green Tea Seed Cream 50ml,Somethinc 5% Niacinamide + Moisture Sabi Beet Serum,Erha ERHA Perfect Shield Sunscreen Oily Skin SPF 30/PA++,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00214,BANANA BOAT Deep Tanning Oil SPF2,Shiseido Future Solution LX Universal Defense E,Thayers Witch Hazel - Rose Petal,SKEYNDOR Uniqcure Wrinkle Concentrate,bio beauty lab acne treatment face oil
T00215,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,Garnier Sakura Night Cream,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00216,SCARLETT WHITENING Brightly Ever After Night Cream,SKEYNDOR Uniqcure Wrinkle Concentrate,NPURE Face Serum Marigold/Calendula Series,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00217,Facial Foam Anti Bacterial 100 gr,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00218,Erha Acne Clarifying Gel,WESTCARE Rose Hydrating Toner,Whitelab Exfoliating Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00219,SAFI Age Defy Radiant Day Emulsion SPF25 PA++ 40gr ,AZARINE Miraclear Herbal Peeling Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00220,KLAIRS Fundamental Watery Oil Drop,SOMETHINC Niacinamide + Moisture Beet Serum (20 ml),Innisfree Intensive Leisure Sun Stick SPF50+ PA++++ 18 g,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00221,Mediheal Milk Brightening Serum,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,COSRX Centella Water Alcohol-Free Toner,Wardah Hydra Rose Petal Infused Toner
T00222,DEAR ME BEAUTY Single Active Face Serum 10% Niacinamide + Watermelon Extract,FIRST LAB Probiotic Sun Cream SPF50+ PA+++ (50ml) ,Whitelab Brightening Facial Wash,HANASUI Serum Whitening Gold ,STUDIO TROPIK Rich Skin Barrier Cream
T00223,Shiseido Future Solution LX Universal Defense E,SKIN GAME Skin Barricade,BANANA BOAT Deep Tanning Oil SPF2,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00224,Shiseido Future Solution LX Universal Defense E,SKIN GAME Skin Barricade,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00225,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00226,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Mediheal Milk Brightening Serum,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00227,WESTCARE Rose Hydrating Toner,Bio Renew Foamy Cleanser 100g,Erha Acne Clarifying Gel,Whitelab Exfoliating Toner,LACOCO Aloe Vera Soothing Mist
T00228,SK-II Skin Power Cream 50gr,A'pieu Deep Clean Cleansing Oil,Raiku Bright Radiance Morning Cream,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00229,Bio Renew Foamy Cleanser 100g,Whitelab Exfoliating Toner,Erha Acne Clarifying Gel,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00230,EMINA Skin Buddy Bubble Up Face Wash,GLOWINC POTION ACNECORE+ Clear AC Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00231,AVOSKIN Miraculous Retinol Toner 20mL,Dear Klairs Supple Preparation Facial Toner,Elsheskin Night Rejuvenation,HADA LABO Gokujyun Ultimate Moisturizing Lotion,bio beauty lab acne treatment face oil
T00232,SKEYNDOR Lift Contour Elixir - Face And Neck ,HAPLE Lacroix Face Wash,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00233,Mediheal Milk Brightening Serum,HOLIKA HOLIKA Good Cera Ceramide Cream In Serum,Nature Republic Bee Venom Toner,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
T00234, JARKEEN Vit C Booster Serum ,PYUNKANG YUL Moisture Ampoule 100ml,A'pieu Deep Clean Cleansing Oil ,bio beauty lab acne treatment face oil,bio beauty lab acne treatment face oil
